task_id,Education,Sex,exp,speed,work_duration,keytype_changed,mouseclick_button,mousemove_distance,keytype_changed_time,mouseclick_button_time,mousemove_distance_time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,error
57a2997ee2013f0c5a5d9f3d,1,1,4.717808219,3.28850784,17.029,0.375,0.125,2.377757563,1.23319044,0.41106348,7.819274387,0.107142857,0,0,0,0,0,0.017857143,0.017857143,0,0,0.017857143,0,0,0.017857143,0.107142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0.035714286,0.017857143,0,0,0.017857143,0,0,0,0,0,0,0,0,0.053571429,0.125,0,0,0.035714286,0.017857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0,0,0,0,0.053571429,0,0,0.232142857,0,0.017857143,0,0.017857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0
57a2997ee2013f0c5a5d9f3e,1,1,4.717808219,0.330912603,111.812,0.27027027,0.108108108,3.063725419,0.089435839,0.035774335,1.013825354,0.081081081,0,0,0,0,0,0,0.027027027,0,0,0,0,0,0.027027027,0.189189189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0.216216216,0,0,0.054054054,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0,0,0,0,0,0,0.027027027,0,0,0.189189189,0,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57a29b3de2013f6e4adcca36,1,1,4.717808219,3.718130312,28.24,0.152380952,0.095238095,1.582373195,0.566572237,0.354107648,5.883469741,0.123809524,0,0,0,0,0,0,0,0,0,0,0,0,0.00952381,0.276190476,0,0.019047619,0,0,0,0,0,0,0,0.019047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019047619,0,0.019047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019047619,0.00952381,0,0,0.00952381,0,0,0,0,0,0,0,0,0.019047619,0.352380952,0,0,0,0.00952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952381,0,0,0.047619048,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57a29b3de2013f6e4adcca37,1,1,4.717808219,1.484300666,26.275,0.358974359,0.128205128,14.42468115,0.53282588,0.190294957,21.41056384,0.153846154,0,0,0,0,0,0,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0.051282051,0.256410256,0,0,0.051282051,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051282051,0,0,0,0,0,0,0,0,0,0.179487179,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0.025641026,0,0,1
57a29b3de2013f6e4adcca38,1,1,4.717808219,0.889468691,50.592,0.422222222,0.111111111,26.30490651,0.375553447,0.098829854,23.39739075,0.111111111,0,0,0,0,0,0,0.044444444,0,0,0.022222222,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222,0,0,0.022222222,0,0,0,0,0,0.022222222,0.155555556,0,0,0.022222222,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0.022222222,0,0,0,0.022222222,0,0,0.266666667,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0,0,0.022222222,0,0,0
57a29b3de2013f6e4adcca39,1,1,4.717808219,3.219539273,18.015,0.396551724,0.068965517,1.334350126,1.276713849,0.22203719,4.295992634,0.051724138,0,0,0,0,0,0,0.017241379,0,0,0.017241379,0,0,0.017241379,0.051724138,0,0.017241379,0,0,0,0,0,0,0,0,0.017241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0,0.293103448,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0,0,0,0,0,0.017241379,0,0,0,0,0,0,0.017241379,0.103448276,0,0,0.017241379,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0,0.034482759,0,0,0,0.017241379,0,0,0.068965517,0,0.017241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0.017241379,0,0,0,0,0,0.017241379,0,0,0.017241379,0,0,1
57a29b3de2013f6e4adcca3a,1,1,4.717808219,2.441939003,19.247,0.29787234,0.127659574,3.625747788,0.727386085,0.311736893,8.85385494,0.106382979,0,0,0,0,0,0,0.042553191,0,0,0,0,0,0.021276596,0.127659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0.021276596,0.212765957,0,0,0.042553191,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042553191,0,0,0,0,0,0,0.021276596,0,0,0.212765957,0,0.021276596,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0
57a29b3de2013f6e4adcca3b,1,1,4.717808219,3.338714412,27.256,0.373626374,0.065934066,3.320997489,1.247431759,0.220135016,11.08786218,0.054945055,0,0,0,0,0,0,0.021978022,0,0,0.010989011,0,0,0.010989011,0.307692308,0,0.010989011,0,0,0,0,0,0,0,0.054945055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989011,0,0.010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032967033,0.043956044,0,0,0,0,0,0.010989011,0,0,0,0,0,0.043956044,0.120879121,0,0,0.010989011,0.021978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021978022,0,0,0,0,0,0,0,0,0,0.087912088,0,0.010989011,0,0.065934066,0,0,0,0,0,0.010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989011,0,0,1
57a29b3de2013f6e4adcca3c,1,1,4.717808219,2.567985777,15.187,0.307692308,0.256410256,9.27890023,0.790149471,0.658457891,23.82808382,0.282051282,0,0,0,0,0,0,0.051282051,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051282051,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0.205128205,0,0,0.025641026,0,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0.128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051282051,0,0,0,0,0,0.025641026,0,0,0,0,0,0,1
57a29b3de2013f6e4adcca3d,1,1,4.717808219,2.83907601,15.498,0.386363636,0.090909091,14.04014363,1.09691573,0.258097819,39.86103495,0.090909091,0.022727273,0,0,0,0,0,0.022727273,0,0,0,0,0,0.045454545,0.136363636,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0.022727273,0.113636364,0,0,0.045454545,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0.045454545,0,0,0.227272727,0,0.022727273,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0.022727273,0,0,0
57a29b3de2013f6e4adcca3e,1,1,4.717808219,2.632644795,9.876,0.269230769,0.115384615,3.30254519,0.708788983,0.303766706,8.694428406,0.115384615,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0.269230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0.038461538,0.269230769,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,1
57a29b3de2013f6e4adcca3f,1,1,4.717808219,1.105676574,130.237,0.236111111,0.305555556,28.7457171,0.261062524,0.33784562,31.78346601,0.375,0,0,0,0,0,0,0.041666667,0,0,0.006944444,0,0,0.013888889,0.173611111,0,0.006944444,0,0,0,0,0,0,0,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0,0,0.027777778,0.013888889,0,0,0,0,0,0.006944444,0,0,0,0,0,0.034722222,0.125,0,0,0.006944444,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013888889,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0.034722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57a29b3de2013f6e4adcca40,1,1,4.717808219,1.92095733,31.755,0.295081967,0.147540984,29.4364706,0.566839867,0.283419935,56.54620396,0.245901639,0,0,0,0,0,0,0.032786885,0,0,0,0,0,0.016393443,0.163934426,0,0,0,0,0,0,0,0,0,0.032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016393443,0,0,0,0.016393443,0,0,0,0,0,0,0,0,0.016393443,0.081967213,0,0,0.032786885,0.016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032786885,0,0,0,0,0,0,0.016393443,0,0,0.180327869,0,0.016393443,0,0.049180328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016393443,0,0,0
57a29b3de2013f6e4adcca41,1,1,4.717808219,2.438213455,18.046,0.272727273,0.068181818,5.613314309,0.664967306,0.166241826,13.68645847,0.045454545,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0.204545455,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0.045454545,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0.272727273,0,0,0.045454545,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0.022727273,0,0,0.136363636,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57a29d44e2013f0c5a5da1dc,1,1,4.717808219,1.406652947,38.389,0.37037037,0,59.3859966,0.520982573,0,83.53548716,0.092592593,0,0,0,0,0,0,0.018518519,0,0,0.055555556,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0.055555556,0.037037037,0,0,0,0,0,0.037037037,0,0,0,0,0,0.037037037,0.12962963,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0.018518519,0,0,0.111111111,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0.018518519,0,0,0,0.018518519,0,0.222222222,0
57a29d44e2013f0c5a5da1dd,1,1,4.717808219,2.393298763,5.014,0.5,0.083333333,0,1.196649382,0.199441563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.333333333,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,1
57a29d44e2013f0c5a5da1de,1,1,4.717808219,1.474216258,33.238,0.346938776,0.081632653,4.579893765,0.511462784,0.120344184,6.751753851,0.06122449,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0.020408163,0.265306122,0,0.020408163,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0.020408163,0.081632653,0,0,0.040816327,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0.040816327,0,0,0.183673469,0,0.020408163,0,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,1
